K,K_over_M,M,aggregate_median_ratio,aggregate_median_ratio_ci95,algorithm,classification,dominant_phase,dominant_phase_median_ns,dominant_phase_share,elapsed_ns,excluded_target_sizes,explicit_algorithm,family,fit_target_sizes,fixed_process_cost_masked_kernel_difference,geometric_mean_ratio,independent_variable,median_ratio_ci95,ols_slope,ols_slope_ci95,p15_fresh_process_ratio,phase_medians_ns,q,r_squared,ratios,record_type,scope,scope_a_ratio,scope_b_ratio,sizes,stable_crossover_target_size,state,status,target_size,theil_sen_slope,valid_size_levels,warmup_converged,warmup_count
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.01584749175334923,""mad"":16666.0,""max"":2321125.0,""median"":2173875.0,""min"":2129334.0,""n"":223,""q1"":2159458.0,""q3"":2194416.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":2052,""component_count"":1,""compressed_network_arc_count"":510,""compressed_network_node_count"":512,""compressed_size_m"":1022,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4101,""height"":5,""horizontal_chord_count_h"":510,""optimum_rectangle_count"":515,""q"":510,""reflex_count"":1024,""vertical_chord_count_v"":0,""width"":1025}",,complete,,512,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.01631525267975726,""mad"":17208.5,""max"":2301708.0,""median"":2147125.5,""min"":2100167.0,""n"":226,""q1"":2132916.75,""q3"":2173853.75}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":2052,""component_count"":1,""compressed_network_arc_count"":510,""compressed_network_node_count"":512,""compressed_size_m"":1022,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4101,""height"":5,""horizontal_chord_count_h"":510,""optimum_rectangle_count"":515,""q"":510,""reflex_count"":1024,""vertical_chord_count_v"":0,""width"":1025}",,complete,,512,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.015595349190561903,""mad"":18208.0,""max"":2276333.0,""median"":2132396.0,""min"":2080375.0,""n"":228,""q1"":2117604.5,""q3"":2156708.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":2052,""component_count"":1,""compressed_network_arc_count"":510,""compressed_network_node_count"":512,""compressed_size_m"":1022,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":4101,""height"":5,""horizontal_chord_count_h"":510,""optimum_rectangle_count"":515,""q"":510,""reflex_count"":1024,""vertical_chord_count_v"":0,""width"":1025}",,complete,,512,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.0772646739154639,""mad"":5250.0,""max"":172584.0,""median"":102875.0,""min"":88875.0,""n"":4403,""q1"":92500.0,""q3"":106916.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":4100,""component_count"":1,""compressed_network_arc_count"":1022,""compressed_network_node_count"":1024,""compressed_size_m"":2046,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":8197,""height"":5,""horizontal_chord_count_h"":1022,""optimum_rectangle_count"":1027,""q"":1022,""reflex_count"":2048,""vertical_chord_count_v"":0,""width"":2049}",,complete,,1024,,,True,14
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.05977123515002313,""mad"":250.0,""max"":120042.0,""median"":39666.0,""min"":39083.0,""n"":10000,""q1"":39458.0,""q3"":40083.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":4100,""component_count"":1,""compressed_network_arc_count"":1022,""compressed_network_node_count"":1024,""compressed_size_m"":2046,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":8197,""height"":5,""horizontal_chord_count_h"":1022,""optimum_rectangle_count"":1027,""q"":1022,""reflex_count"":2048,""vertical_chord_count_v"":0,""width"":2049}",,complete,,1024,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.09802341336222854,""mad"":42.0,""max"":63000.0,""median"":7750.0,""min"":7417.0,""n"":10000,""q1"":7708.0,""q3"":7792.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":4100,""component_count"":1,""compressed_network_arc_count"":1022,""compressed_network_node_count"":1024,""compressed_size_m"":2046,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":8197,""height"":5,""horizontal_chord_count_h"":1022,""optimum_rectangle_count"":1027,""q"":1022,""reflex_count"":2048,""vertical_chord_count_v"":0,""width"":2049}",,complete,,1024,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.016900296374428928,""mad"":34250.0,""max"":5057333.0,""median"":4480583.0,""min"":4418000.0,""n"":109,""q1"":4456334.0,""q3"":4531667.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":4100,""component_count"":1,""compressed_network_arc_count"":1022,""compressed_network_node_count"":1024,""compressed_size_m"":2046,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":8197,""height"":5,""horizontal_chord_count_h"":1022,""optimum_rectangle_count"":1027,""q"":1022,""reflex_count"":2048,""vertical_chord_count_v"":0,""width"":2049}",,complete,,1024,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.011891495575648987,""mad"":28125.0,""max"":4735125.0,""median"":4436625.0,""min"":4350041.0,""n"":113,""q1"":4413833.0,""q3"":4480083.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":4100,""component_count"":1,""compressed_network_arc_count"":1022,""compressed_network_node_count"":1024,""compressed_size_m"":2046,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":8197,""height"":5,""horizontal_chord_count_h"":1022,""optimum_rectangle_count"":1027,""q"":1022,""reflex_count"":2048,""vertical_chord_count_v"":0,""width"":2049}",,complete,,1024,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.011385533612576385,""mad"":29666.0,""max"":4560625.0,""median"":4408541.0,""min"":4334542.0,""n"":111,""q1"":4387000.5,""q3"":4467229.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":4100,""component_count"":1,""compressed_network_arc_count"":1022,""compressed_network_node_count"":1024,""compressed_size_m"":2046,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":8197,""height"":5,""horizontal_chord_count_h"":1022,""optimum_rectangle_count"":1027,""q"":1022,""reflex_count"":2048,""vertical_chord_count_v"":0,""width"":2049}",,complete,,1024,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.0469338254773377,""mad"":3125.0,""max"":314584.0,""median"":213458.0,""min"":177541.0,""n"":2578,""q1"":208916.25,""q3"":215958.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":8196,""component_count"":1,""compressed_network_arc_count"":2046,""compressed_network_node_count"":2048,""compressed_size_m"":4094,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":16389,""height"":5,""horizontal_chord_count_h"":2046,""optimum_rectangle_count"":2051,""q"":2046,""reflex_count"":4096,""vertical_chord_count_v"":0,""width"":4097}",,complete,,2048,,,True,6
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.03585576599140324,""mad"":542.0,""max"":131500.0,""median"":77917.0,""min"":75709.0,""n"":6379,""q1"":77292.0,""q3"":78458.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":8196,""component_count"":1,""compressed_network_arc_count"":2046,""compressed_network_node_count"":2048,""compressed_size_m"":4094,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":16389,""height"":5,""horizontal_chord_count_h"":2046,""optimum_rectangle_count"":2051,""q"":2046,""reflex_count"":4096,""vertical_chord_count_v"":0,""width"":4097}",,complete,,2048,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.09764829430574293,""mad"":83.0,""max"":70333.0,""median"":14959.0,""min"":14583.0,""n"":10000,""q1"":14916.0,""q3"":15042.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":8196,""component_count"":1,""compressed_network_arc_count"":2046,""compressed_network_node_count"":2048,""compressed_size_m"":4094,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":16389,""height"":5,""horizontal_chord_count_h"":2046,""optimum_rectangle_count"":2051,""q"":2046,""reflex_count"":4096,""vertical_chord_count_v"":0,""width"":4097}",,complete,,2048,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.010122535074156728,""mad"":48208.0,""max"":9482333.0,""median"":9169042.0,""min"":9024000.0,""n"":53,""q1"":9130208.0,""q3"":9235041.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":8196,""component_count"":1,""compressed_network_arc_count"":2046,""compressed_network_node_count"":2048,""compressed_size_m"":4094,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":16389,""height"":5,""horizontal_chord_count_h"":2046,""optimum_rectangle_count"":2051,""q"":2046,""reflex_count"":4096,""vertical_chord_count_v"":0,""width"":4097}",,complete,,2048,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.024242687565690476,""mad"":64875.0,""max"":10418458.0,""median"":9030584.0,""min"":8894000.0,""n"":55,""q1"":8964083.5,""q3"":9078979.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":8196,""component_count"":1,""compressed_network_arc_count"":2046,""compressed_network_node_count"":2048,""compressed_size_m"":4094,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":16389,""height"":5,""horizontal_chord_count_h"":2046,""optimum_rectangle_count"":2051,""q"":2046,""reflex_count"":4096,""vertical_chord_count_v"":0,""width"":4097}",,complete,,2048,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.011078570774378377,""mad"":66625.0,""max"":9305375.0,""median"":8982187.5,""min"":8849208.0,""n"":54,""q1"":8916844.25,""q3"":9047240.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":8196,""component_count"":1,""compressed_network_arc_count"":2046,""compressed_network_node_count"":2048,""compressed_size_m"":4094,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":16389,""height"":5,""horizontal_chord_count_h"":2046,""optimum_rectangle_count"":2051,""q"":2046,""reflex_count"":4096,""vertical_chord_count_v"":0,""width"":4097}",,complete,,2048,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.03137491714409409,""mad"":3541.5,""max"":515834.0,""median"":424166.5,""min"":349667.0,""n"":1146,""q1"":420520.75,""q3"":427614.75}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":16388,""component_count"":1,""compressed_network_arc_count"":4094,""compressed_network_node_count"":4096,""compressed_size_m"":8190,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":32773,""height"":5,""horizontal_chord_count_h"":4094,""optimum_rectangle_count"":4099,""q"":4094,""reflex_count"":8192,""vertical_chord_count_v"":0,""width"":8193}",,complete,,4096,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.03234371247160765,""mad"":1042.0,""max"":238166.0,""median"":149458.0,""min"":146250.0,""n"":3173,""q1"":148750.0,""q3"":151083.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":16388,""component_count"":1,""compressed_network_arc_count"":4094,""compressed_network_node_count"":4096,""compressed_size_m"":8190,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":32773,""height"":5,""horizontal_chord_count_h"":4094,""optimum_rectangle_count"":4099,""q"":4094,""reflex_count"":8192,""vertical_chord_count_v"":0,""width"":8193}",,complete,,4096,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.07078304556599993,""mad"":167.0,""max"":117000.0,""median"":28834.0,""min"":28458.0,""n"":10000,""q1"":28709.0,""q3"":29417.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":16388,""component_count"":1,""compressed_network_arc_count"":4094,""compressed_network_node_count"":4096,""compressed_size_m"":8190,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":32773,""height"":5,""horizontal_chord_count_h"":4094,""optimum_rectangle_count"":4099,""q"":4094,""reflex_count"":8192,""vertical_chord_count_v"":0,""width"":8193}",,complete,,4096,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.007696996467040997,""mad"":73479.0,""max"":19387959.0,""median"":18988417.0,""min"":18820541.0,""n"":24,""q1"":18925229.75,""q3"":19072708.25}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":16388,""component_count"":1,""compressed_network_arc_count"":4094,""compressed_network_node_count"":4096,""compressed_size_m"":8190,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":32773,""height"":5,""horizontal_chord_count_h"":4094,""optimum_rectangle_count"":4099,""q"":4094,""reflex_count"":8192,""vertical_chord_count_v"":0,""width"":8193}",,complete,,4096,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.007418329566644521,""mad"":71250.0,""max"":19198875.0,""median"":18717666.5,""min"":18560583.0,""n"":26,""q1"":18645833.25,""q3"":18750312.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":16388,""component_count"":1,""compressed_network_arc_count"":4094,""compressed_network_node_count"":4096,""compressed_size_m"":8190,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":32773,""height"":5,""horizontal_chord_count_h"":4094,""optimum_rectangle_count"":4099,""q"":4094,""reflex_count"":8192,""vertical_chord_count_v"":0,""width"":8193}",,complete,,4096,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.00603950529813651,""mad"":39354.0,""max"":18968875.0,""median"":18673020.5,""min"":18463208.0,""n"":26,""q1"":18632583.25,""q3"":18708916.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,solve-from-canonical-instance,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":16388,""component_count"":1,""compressed_network_arc_count"":4094,""compressed_network_node_count"":4096,""compressed_size_m"":8190,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":32773,""height"":5,""horizontal_chord_count_h"":4094,""optimum_rectangle_count"":4099,""q"":4094,""reflex_count"":8192,""vertical_chord_count_v"":0,""width"":8193}",,complete,,4096,,,True,5
,,,,,compact-mrd,,,,,"{""coefficient_of_variation"":0.025597543213490725,""mad"":7167.0,""max"":977291.0,""median"":850750.0,""min"":705209.0,""n"":583,""q1"":844895.5,""q3"":860333.5}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":32772,""component_count"":1,""compressed_network_arc_count"":8190,""compressed_network_node_count"":8192,""compressed_size_m"":16382,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":65541,""height"":5,""horizontal_chord_count_h"":8190,""optimum_rectangle_count"":8195,""q"":8190,""reflex_count"":16384,""vertical_chord_count_v"":0,""width"":16385}",,complete,,8192,,,True,5
,,,,,explicit-c0-flow,,,,,"{""coefficient_of_variation"":0.024423823976795,""mad"":2749.0,""max"":362583.0,""median"":297583.0,""min"":290208.0,""n"":1650,""q1"":295177.5,""q3"":300989.75}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":32772,""component_count"":1,""compressed_network_arc_count"":8190,""compressed_network_node_count"":8192,""compressed_size_m"":16382,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":65541,""height"":5,""horizontal_chord_count_h"":8190,""optimum_rectangle_count"":8195,""q"":8190,""reflex_count"":16384,""vertical_chord_count_v"":0,""width"":16385}",,complete,,8192,,,True,5
,,,,,explicit-hopcroft-karp,,,,,"{""coefficient_of_variation"":0.07050631517791787,""mad"":249.0,""max"":263083.0,""median"":57083.0,""min"":56458.0,""n"":7957,""q1"":56917.0,""q3"":58333.0}",,,sparse-conflict,,,,,,,,,,,,,distributions,representation-and-solver-kernel,,,"{""biclique_count"":0,""biclique_total_vertex_occurrences_sigma"":0,""boundary_size_b"":32772,""component_count"":1,""compressed_network_arc_count"":8190,""compressed_network_node_count"":8192,""compressed_size_m"":16382,""explicit_conflict_edge_count_k"":0,""foreground_cells_n"":65541,""height"":5,""horizontal_chord_count_h"":8190,""optimum_rectangle_count"":8195,""q"":8190,""reflex_count"":16384,""vertical_chord_count_v"":0,""width"":16385}",,complete,,8192,,,True,5
