algorithm,binary_sha256,campaign,canonical_instance_identity,config_sha256,consumed_checksum,elapsed_ns,family,generator_parameter,host_architecture,host_binary_sha256,host_clock_resolution_ns,host_clock_source,host_compiler_profile,host_cpu_model,host_git_commit,host_git_dirty,host_logical_cpu_count,host_memory_pressure_note,host_operating_system,host_power_source,host_rustc_version,host_turbo_or_power_mode,iteration,matching_size,optimum_rectangle_count,order_position,point_identity,point_state,sample_identity,scope,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_boundary_size_b,size_component_count,size_compressed_network_arc_count,size_compressed_network_node_count,size_explicit_conflict_edge_count_k,size_foreground_cells_n,size_height,size_horizontal_chord_count_h,size_optimum_rectangle_count,size_q,size_reflex_count,size_vertical_chord_count_v,size_width,source_commit,structure_biclique_count,structure_biclique_incidence_sigma,structure_compact_arc_count,structure_compact_estimated_structural_bytes,structure_compact_node_count,structure_explicit_c0_arc_count,structure_explicit_c0_node_count,structure_explicit_estimated_structural_bytes,structure_explicit_graph_edge_count,structure_explicit_graph_node_count,structure_max_rss_delta_bytes,target_size,timing_biclique_construction_ns,timing_chord_generation_ns,timing_chord_selection_ns,timing_compressed_network_construction_ns,timing_embedding_ns,timing_explicit_conflict_construction_ns,timing_explicit_network_construction_ns,timing_geometry_preprocessing_ns,timing_matching_ns,timing_max_flow_ns,timing_rectangle_completion_recovery_ns,timing_scope_a_total_ns,timing_scope_b_total_ns,timing_verification_ns,timing_vertex_cover_recovery_ns,vertex_cover_size,witness_checksum
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26645458,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:11,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,26205542,,,425375,,,,26645458,,708,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79671459,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:12,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1973333,89375,42,52583,6500,,,39087209,,242542,24462542,79671459,,1709166,3750,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2363584,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:12,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,2016208,,,50583,7667,,,,,243250,,,2363584,,3916,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26362917,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,12,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:12,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,25921292,,,427500,,,,26362917,,625,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79825833,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:13,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1981458,90625,83,49834,6250,,,39187834,,240459,24374250,79825833,,1738708,3750,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2329667,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:13,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1984167,,,52541,6750,,,,,240792,,,2329667,,3833,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26514459,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:13,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,26073917,,,426292,,,,26514459,,542,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,80084708,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:14,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1975458,90792,41,51000,6292,,,39299166,,236916,24547000,80084708,,1732875,3792,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26584042,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:14,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,26143667,,,426166,,,,26584042,,584,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2192334,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:14,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1881333,,,48417,7458,,,,,211916,,,2192334,,3667,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2155791,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:15,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1835209,,,49416,5834,,,,,221042,,,2155791,,3500,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2111208,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:16,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1802083,,,44125,5625,,,,,213708,,,2111208,,3458,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2139250,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,17,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:17,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1834667,,,47417,6208,,,,,205625,,,2139250,,3250,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2102375,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,18,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:18,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1798625,,,44416,6042,,,,,207750,,,2102375,,3208,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2105667,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,19,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:19,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1791000,,,44917,6125,,,,,210833,,,2105667,,3292,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2086125,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,20,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:20,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1781375,,,45250,6167,,,,,208125,,,2086125,,3125,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2103917,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,21,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:21,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1808375,,,45875,6042,,,,,202417,,,2103917,,2792,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2125667,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,22,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:22,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1805916,,,47167,6000,,,,,220625,,,2125667,,3792,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2109750,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,23,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:23,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1809333,,,41750,6166,,,,,207292,,,2109750,,3125,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2104000,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,24,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:24,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1799458,,,47042,5958,,,,,206250,,,2104000,,3167,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2111875,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,25,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:25,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1807375,,,46625,6208,,,,,206500,,,2111875,,3166,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2100917,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,26,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:26,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1804833,,,46375,5958,,,,,198459,,,2100917,,3125,1024,7fbc17ac5cc790bd
